title,Affected country,type,link,description
Mexico: Tabasco and Chiapas Floods - Oct 2007,Mexico,Flood,https://reliefweb.int/disaster/fl-2007-000200-mex,"No more information about this disaster. Use google by refering to the date, country and its type"
DR Congo: Floods - Oct 2007,DR Congo,Flood,https://reliefweb.int/disaster/fl-2007-000197-cod,"No more information about this disaster. Use google by refering to the date, country and its type"
Guatemala: Floods - Oct 2007,Guatemala,Flood,https://reliefweb.int/disaster/fl-2007-000194-gtm,"No more information about this disaster. Use google by refering to the date, country and its type"
Nicaragua: Floods - Oct 2007,Nicaragua,Flood,https://reliefweb.int/disaster/fl-2007-000189-nic,"No more information about this disaster. Use google by refering to the date, country and its type"
Indonesia: Mt. Kelud Volcano - Oct 2007,Indonesia,Volcano,https://reliefweb.int/disaster/vo-2007-000186-idn,"No more information about this disaster. Use google by refering to the date, country and its type"
Haiti: Floods - Oct 2007,Haiti,Flood,https://reliefweb.int/disaster/fl-2007-000181-hti,"No more information about this disaster. Use google by refering to the date, country and its type"
Philippines: Mudslide - Oct 2007,Philippines,Mud Slide,https://reliefweb.int/disaster/ms-2007-000188-phl,"The continuous downpour of heavy rains along the Bulusan Volcano area mobilized ash and loose deposits from the upper slopes. (Govt. of Philippines, 16 Oct 2007) On October 16, 2007, mudflows (lahar) occurred in Irosin, Sorsogon, and affected 187 families (1,754 persons) in Barangays Cogon, Monbon and Mapaso. (Govt. of Philippines, 22 Oct 2007)"
Tunisia: Flash Floods - Oct 2007,Tunisia,Flash Flood,https://reliefweb.int/disaster/ff-2007-000185-tun,"No more information about this disaster. Use google by refering to the date, country and its type"
Typhoon Krosa - Oct 2007,China,Tropical Cyclone,https://reliefweb.int/disaster/tc-2007-000179-chn,"Typhoon Krosa, which wreaked havoc in Taiwan [on 6-7 October], brought strong winds, rain and floods to south-eastern China on Sunday and Monday, affecting more than five million people, officials said. Taiwan officials said the storm killed 18 people and caused at least 1.16 billion Taiwan dollars (35 million US) in agricultural losses. [...] Officials in China evacuated at least 1.41 million people in the provinces of Zhejiang and Fujian, and floods caused by Krosa destroyed more than 1,650 houses in Zhejiang, the civil affairs ministry said. (DPA, 8 Oct 2007)"
Typhoon Lekima - Sep 2007,China,Tropical Cyclone,https://reliefweb.int/disaster/tc-2007-000178-phl,"The southwest monsoon induced by Tropical Storm Hanna [international name LEKIMA] affected Regions V, X, XII, CAR and NCR in the Philippines and triggered landslides in Barangay Upper Pitawan, Hingyon, Ifugao, big waves in Barangay Lun Padidu, Malapatan, Sarangani and flooding in Hinigaran, Isabela, [log, Valladolid and Pontevedra, Negros Occidental. 2,532 families (12,515 persons) were affected and 225 families (11,037 persons) were evacuated. DSWD reported nine deaths, one person missing and one injured in Ifugao; one death was recorded in Payatas, Quezon City. (Govt. of the Philippines, 1 Oct 2007)"
Moldova: Drought - Sep 2007,Moldova,Drought,https://reliefweb.int/disaster/dr-2007-000175-mda,"No more information about this disaster. Use google by refering to the date, country and its type"
Costa Rica: Floods - Sep 2007,Costa Rica,Flood,https://reliefweb.int/disaster/fl-2007-000176-cri,"No more information about this disaster. Use google by refering to the date, country and its type"
Sierra Leone: Floods - Sep 2007,Sierra Leone,Flood,https://reliefweb.int/disaster/fl-2007-000177-sle,"No more information about this disaster. Use google by refering to the date, country and its type"
Central African Republic: Floods - Sep 2007,CAR,Flood,https://reliefweb.int/disaster/fl-2007-000174-caf,"No more information about this disaster. Use google by refering to the date, country and its type"
Typhoon Wipha - Sep 2007,China,Tropical Cyclone,https://reliefweb.int/disaster/tc-2007-000162-chn,China
Benin: Floods - Sep 2007,Benin,Flood,https://reliefweb.int/disaster/fl-2007-000165-ben,"No more information about this disaster. Use google by refering to the date, country and its type"
Rwanda: Floods - Sep 2007,Rwanda,Flood,https://reliefweb.int/disaster/fl-2007-000159-rwa,"No more information about this disaster. Use google by refering to the date, country and its type"
Mexico: Floods - Sep 2007,Mexico,Flood,https://reliefweb.int/disaster/fl-2007-000154-mex,"No more information about this disaster. Use google by refering to the date, country and its type"
Togo: Floods - Sep 2007,Togo,Flood,https://reliefweb.int/disaster/fl-2007-000158-tgo,"No more information about this disaster. Use google by refering to the date, country and its type"
Indonesia: Earthquake - Sep 2007,Bangladesh,Earthquake,https://reliefweb.int/disaster/eq-2007-000157-idn,"No more information about this disaster. Use google by refering to the date, country and its type"
Romania: Floods - Sep 2007,Romania,Flood,https://reliefweb.int/disaster/fl-2007-000155-rom,"No more information about this disaster. Use google by refering to the date, country and its type"
Paraguay: Forest Fires - Sep 2007,Paraguay,Wild Fire,https://reliefweb.int/disaster/wf-2007-000156-pry,"No more information about this disaster. Use google by refering to the date, country and its type"
Ghana: Floods - Sept 2007,Burkina Faso,Flood,https://reliefweb.int/disaster/fl-2007-000153-gha,"No more information about this disaster. Use google by refering to the date, country and its type"
Chad: Floods - Aug 2007,Chad,Flood,https://reliefweb.int/disaster/fl-2007-000151-tcd,"No more information about this disaster. Use google by refering to the date, country and its type"
Hurricane Felix - Sep 2007,Belize,Tropical Cyclone,https://reliefweb.int/disaster/tc-2007-000150-blz,"No more information about this disaster. Use google by refering to the date, country and its type"
Cameroon: Floods - Aug 2007,Cameroon,Flood,https://reliefweb.int/disaster/fl-2007-000149-cmr,"No more information about this disaster. Use google by refering to the date, country and its type"
Niger: Floods - Aug 2007,Niger,Flood,https://reliefweb.int/disaster/fl-2007-000147-ner,"No more information about this disaster. Use google by refering to the date, country and its type"
Ethiopia: Floods - Aug 2007,Ethiopia,Flood,https://reliefweb.int/disaster/fl-2007-000145-eth,"No more information about this disaster. Use google by refering to the date, country and its type"
Liberia: Floods - Aug 2007,Liberia,Flood,https://reliefweb.int/disaster/fl-2007-000144-lbr,"No more information about this disaster. Use google by refering to the date, country and its type"
Greece: Forest Fires - Aug 2007,Greece,Wild Fire,https://reliefweb.int/disaster/wf-2007-000148-grc,"No more information about this disaster. Use google by refering to the date, country and its type"
Typhoon Sepat - Aug 2007,China,Tropical Cyclone,https://reliefweb.int/disaster/tc-2007-000137-twn,"The Philippines: A total of 455 barangays were affected in 17 cities and 41 municipalities of 13 provinces in Regions III, IV-A, IV-B, NCR, and CAR. The number of affected population increased from 113,569 families to 132,642 families (631,252 persons). The cumulative total of evacuees rose to 1,151 families/5,700 persons housed in 40 evacuation centers. As of 19th August, there were three deaths, one person reported missing and one person injured. (Govt. of the Philippines, 19 Aug 2007)"
Indonesia: Volcano Karangetang - Aug 2007,Indonesia,Volcano,https://reliefweb.int/disaster/vo-2007-000136-idn,"No more information about this disaster. Use google by refering to the date, country and its type"
Uganda: Floods - Aug 2007,Uganda,Flood,https://reliefweb.int/disaster/fl-2007-000138-uga,"Unusually heavy rainfall from July to November 2007 led to flooding and water-logging across a number of districts in eastern and northern Uganda (Soroti, Amuria, Katakwi, Bukedea, Kumi, Lira and Sironko Districts), giving rise to a major humanitarian response across all sectors. (OCHA, 31 Jan 2008)"
Kenya: Floods - Aug 2007,Kenya,Flood,https://reliefweb.int/disaster/fl-2007-000139-ken,"No more information about this disaster. Use google by refering to the date, country and its type"
Hurricane Dean - Aug 2007,Barbados,Tropical Cyclone,https://reliefweb.int/disaster/tc-2007-000135-lca,"No more information about this disaster. Use google by refering to the date, country and its type"
Peru: Earthquake - Aug 2007,Peru,Earthquake,https://reliefweb.int/disaster/eq-2007-000133,"No more information about this disaster. Use google by refering to the date, country and its type"
Côte d'Ivoire: Floods - Aug 2007,Côte d'Ivoire,Flood,https://reliefweb.int/disaster/fl-2007-000130-civ,"In August 2007, nearly 2,000 people in the Ivorian city of Agboville were struggling to find drinking water after sewage-filled flood waters poisoned wells that had been their sole source of water. Many families lost all their mattresses, clothes, appliances and documents when flood waters engulfed their homes. (IRIN, 14 Aug 2007)"
Senegal: Floods - Aug 2007,Senegal,Flood,https://reliefweb.int/disaster/fl-2007-000131-sen,"No more information about this disaster. Use google by refering to the date, country and its type"
DPR Korea: Floods - Aug 2007,DPRK,Flood,https://reliefweb.int/disaster/fl-2007-000126-prk,"No more information about this disaster. Use google by refering to the date, country and its type"
East Africa: Floods - Aug 2007,Ethiopia,Flood,https://reliefweb.int/disaster/fl-2007-000161-uga,"(Ottawa - September 27, 2007) Extensive flooding has affected more than one million people and left 650,000 homeless in over 18 countries in East, Central and West Africa. Flooding and landslides have washed away houses, food reserves and crops, and has contaminated clean water supplies. (Canadian Red Cross, 27 Sep 2007)"
Mauritania: Floods - Aug 2007,Mauritania,Flood,https://reliefweb.int/disaster/fl-2007-000127-mrt,"No more information about this disaster. Use google by refering to the date, country and its type"
Kenya: Landslides - Aug 2007,Kenya,Land Slide,https://reliefweb.int/disaster/ls-2007-000128-ken,"No more information about this disaster. Use google by refering to the date, country and its type"
Philippines: Floods and Landslides - Aug 2007,Philippines,Flood,https://reliefweb.int/disaster/fl-2007-000125-phl,"No more information about this disaster. Use google by refering to the date, country and its type"
Viet Nam: Floods - Aug 2007,Viet Nam,Flood,https://reliefweb.int/disaster/fl-2007-000122-vnm,"Heavy incessant rains in early August have caused serious flooding in six provinces across Central Viet Nam and its Central Highlands. With a downpour of some 10,000 mm in four days, the provinces of Dak Lak, Lam Dong, Gia Lai, Dak Nong, Ha Tinh and Quang Binh have been severely affected. Flooding in the affected areas has been the most devastating since 1944, claiming lives of 74 people and injuring 130. Total damage has been estimated at USD 130 million. The report also indicates that some 1,848 houses have collapsed and 170,656 badly damaged as of 17 August 2007. (IFRC, 3 Sep 2007)"
Nigeria: Floods - Aug 2007,Nigeria,Flood,https://reliefweb.int/disaster/fl-2007-000123-nga,"No more information about this disaster. Use google by refering to the date, country and its type"
Burkina Faso: Floods - Aug 2007,Burkina Faso,Flood,https://reliefweb.int/disaster/fl-2007-000132-bfa,"No more information about this disaster. Use google by refering to the date, country and its type"
Swaziland: Fires - Aug 2007,Eswatini,Fire,https://reliefweb.int/disaster/wf-2007-000121-swz,"No more information about this disaster. Use google by refering to the date, country and its type"
Russian Federation: Earthquake on Sakhalin Island - Aug 2007,Russia,Earthquake,https://reliefweb.int/disaster/eq-2007-000119-rus,"No more information about this disaster. Use google by refering to the date, country and its type"
Uganda: Marburg Fever Outbreak - Jul 2007,Uganda,Epidemic,https://reliefweb.int/disaster/ep-2007-000140-uga,"In July 2007, the Uganda Ministry of Health (MoH) and the World Health Organization (WHO) confirmed an outbreak of Marburg hemorrhagic fever in Kamwenge District .The affected included the Kitaka gold mine community located within the Kakasi forest reserve. A total of 168 suspected cases were identified and monitored. The outbreak put the neighbouring districts of Kampala, Kabalole, Mukono and Mbarara at high risk due to uncontrolled population movements. A national task force was established to coordinate, monitor and follow up on the intervention. (IFRC, 16 May 2008)"
The former Yugoslav Republic of Macedonia: Forest Fires - Jul 2007,North Macedonia,Wild Fire,https://reliefweb.int/disaster/wf-2007-000116-mkd,"No more information about this disaster. Use google by refering to the date, country and its type"
Gambia: Floods and Landslide - Jul 2007,Gambia,Flood,https://reliefweb.int/disaster/ff-2007-000113-gmb,"No more information about this disaster. Use google by refering to the date, country and its type"
Timor-Leste: Floods and Landslides - Jul 2007,Timor-Leste,Flood,https://reliefweb.int/disaster/fl-2007-000107-tmp,"In July 2007, Timor-Leste experienced severe downpours leading to flooding and landslides. Overall, a total number of 947 beneficiaries (243 families consisting of 463 men and 484 women) in six districts were badly affected. The impact was particularly severe in the districts of Suai, Same, Manatutu, Viqueque and Ermera. A total of 243 households were affected with at least one death recorded as well as severe loss of livelihood, shelter and crops such as rice, corn and green crops. In Suai, about 100 deep wells were contaminated by flood water while many houses in Jumalai were destroyed by landslides. Diarrhoea, malaria and dengue were reported in Suai with similar problems reported in the districts of Manatutu, Ermera and Same as well. (IFRC, 8 Aug 2008)"
United Kingdom: Floods - Jul 2007,UK,Flood,https://reliefweb.int/disaster/fl-2007-000111-gbr,"No more information about this disaster. Use google by refering to the date, country and its type"
Ukraine: Storm - Jul 2007,Ukraine,Severe Local Storm,https://reliefweb.int/disaster/st-2007-000118-ukr,"Between 22 and 24 July 2007, a strong storm with gusts of wind ranging from 15 to 20 meters per second and torrential rains hit 14 regions of Ukraine, or 56 per cent of the state territory. Volyn Oblast was the hardest hit region with 6,268 people directly affected by the disaster, and seventeen people injured. IFRC 21 Feb 2008"
Indonesia: Floods and Landslides - Jul 2007,Indonesia,Flood,https://reliefweb.int/disaster/fl-2007-000106-idn,"No more information about this disaster. Use google by refering to the date, country and its type"
Tajikistan: Earthquake and Mudslides - Jul 2007,Tajikistan,Earthquake,https://reliefweb.int/disaster/eq-2007-000108-tjk,"An earthquake in Rasht measuring 5.5 on the Richter scale hit 19 villages of two jamoats in Rasht District, Directly Ruled Districts, at 03:44 am local time on 22nd of July. The earthquake killed three boys from one family and damaged 1,216 houses, which affected more than 12,000 people. The official estimation of the damage caused by the earthquake was 11.5 million Somoni (3.3 million USD). On the same day, at 14:00 (local time) a mudflow ripped through a resort area killing 12 people in Asht district of northern Sughd province affecting Olma and Chimor villages of Oshoba Jamoat. (UNCT Tajikistan, 3 Aug 2007)"
Central/Eastern Europe: Heat Wave - Jul 2007,Albania,Heat Wave,https://reliefweb.int/disaster/ht-2007-000105-rom,"No more information about this disaster. Use google by refering to the date, country and its type"
West Africa: Floods - Jul 2007,Benin,Flood,https://reliefweb.int/disaster/fl-2007-000141-nga,"Starting in August 2007, West Africa experienced some of its worst floods in 35 years with over 800,000 affected in 15 countries (Mali, Burkina Faso, Guinea, Mauritania, Niger, Côte d'Ivoire, Senegal, Gambia, Liberia, Nigeria, Côte d'Ivoire, Togo, Sierra Leone, Benin and Ghana). The situation was especially worrisome in the following countries: Ghana (over 330,000 affected), Togo (over 120,000 affected), Burkina Faso (over 92,900 affected) and Mali (over 42,000 affected). The United Nations allocated $4.9 million emergency humanitarian assistance to Mali ($1 million), Ghana ($2.5 million) and Togo ($1.4 million) to immediately improve the living conditions of 155,000 people - 75,000 in Ghana, 60,000 in Togo and 20,000 in Mali. (OCHA, 31 Oct 2007)"
Mali: Floods - Jul 2007,Mali,Flash Flood,https://reliefweb.int/disaster/ff-2007-000100-mli,"No more information about this disaster. Use google by refering to the date, country and its type"
Nepal: Landslide in Baglung - Jul 2007,Nepal,Land Slide,https://reliefweb.int/disaster/ls-2007-000101-npl,"No more information about this disaster. Use google by refering to the date, country and its type"
Sudan: Floods - Jul 2007,Sudan,Flood,https://reliefweb.int/disaster/fl-2007-000093-sdn,"No more information about this disaster. Use google by refering to the date, country and its type"
Indonesia: Volcanic Eruption Mt. Gamkonora - Jul 2007,Indonesia,Volcano,https://reliefweb.int/disaster/vo-2007-000095-idn,"No more information about this disaster. Use google by refering to the date, country and its type"
Afghanistan: Flash Floods and Landslide - Jun 2007,Afghanistan,Flash Flood,https://reliefweb.int/disaster/ff-2007-000091-afg,"No more information about this disaster. Use google by refering to the date, country and its type"
Peru: Cold Wave - Jun 2007,Peru,Cold Wave,https://reliefweb.int/disaster/cw-2007-000090,"No more information about this disaster. Use google by refering to the date, country and its type"
Panama: Floods - Jun 2007,Panama,Flood,https://reliefweb.int/disaster/fl-2007-000086-pan,"No more information about this disaster. Use google by refering to the date, country and its type"
Ecuador: Floods - Jun 2007,Ecuador,Flood,https://reliefweb.int/disaster/fl-2007-000088-ecu,"No more information about this disaster. Use google by refering to the date, country and its type"
India: Flash Floods/Floods - Jun 2007,India,Flash Flood,https://reliefweb.int/disaster/ff-2007-000083-ind,"No more information about this disaster. Use google by refering to the date, country and its type"
South Asia: Floods - Jun 2007,Bangladesh,Flood,https://reliefweb.int/disaster/fl-2007-000129-pak,"No more information about this disaster. Use google by refering to the date, country and its type"
Pakistan: Floods/Cyclone - Jun 2007,Pakistan,Flash Flood,https://reliefweb.int/disaster/ff-2007-000082-pak,"No more information about this disaster. Use google by refering to the date, country and its type"
Nepal: Flash Floods/Floods - Jun 2007,Nepal,Flash Flood,https://reliefweb.int/disaster/ff-2007-000081-npl,"No more information about this disaster. Use google by refering to the date, country and its type"
China: Floods - Jun 2007,China,Flood,https://reliefweb.int/disaster/fl-2007-000077-chn,"No more information about this disaster. Use google by refering to the date, country and its type"
Bangladesh/Myanmar: Floods and Landslides - Jun 2007,Bangladesh,Flood,https://reliefweb.int/disaster/ff-2007-000080-bgd,"No more information about this disaster. Use google by refering to the date, country and its type"
South Asia: Heat Wave - Jun 2007,Pakistan,Heat Wave,https://reliefweb.int/disaster/ht-2007-000079-pak,"On 14 June 2007, 57 people died across Pakistan due to exposure to intense heat, which raised the death toll to 289. The central province of Punjab, with an average temperature of 42 degrees Celsius, was hard hit by the hot and humid weather. People battled the sizzling temperatures amid frequent power outages as the country faced its worst ever energy crisis as electricity demand exceeded the supply by 2,900 megawatts. (DPA, 14 Jun 2007)"
Oman/Iran: Cyclone Gonu - Jun 2007,Iran,Tropical Cyclone,https://reliefweb.int/disaster/tc-2007-000075-omn,"No more information about this disaster. Use google by refering to the date, country and its type"
China: Earthquake in Yunnan Province - Jun 2007,China,Earthquake,https://reliefweb.int/disaster/eq-2007-000074-chn,"No more information about this disaster. Use google by refering to the date, country and its type"
China: Floods and Landslides in the Southwest - May 2007,China,Flood,https://reliefweb.int/disaster/ff-2007-000070-chn,"No more information about this disaster. Use google by refering to the date, country and its type"
Colombia: Floods and Landslides - May 2007,Colombia,Flood,https://reliefweb.int/disaster/fl-2007-000068-col,"No more information about this disaster. Use google by refering to the date, country and its type"
Maldives: Coastal Flooding - May 2007,Maldives,Flood,https://reliefweb.int/disaster/ss-2007-000063-mdv,"No more information about this disaster. Use google by refering to the date, country and its type"
Bangladesh: Cyclone - May 2007,Bangladesh,Tropical Cyclone,https://reliefweb.int/disaster/tc-2007-000060-bgd,"No more information about this disaster. Use google by refering to the date, country and its type"
Uruguay: Floods - May 2007,Uruguay,Flood,https://reliefweb.int/disaster/fl-2007-000057-ury,"No more information about this disaster. Use google by refering to the date, country and its type"
Sri Lanka: Floods - May 2007,Sri Lanka,Flood,https://reliefweb.int/disaster/fl-2007-000052-lka,"Due to torrential rains, some parts of Sri Lanka experienced floods starting in early May 2007. The most affected districts were Colombo, Gampaha, Kalutara and Galle, with 40,139 families affected and 17 deaths reported. (Govt. of Sri Lanka, 7 May 2007)"
North Africa: Floods - Apr 2007,Algeria,Flood,https://reliefweb.int/disaster/fl-2007-000051-tun,"Between March and April 2007, Northern Algeria, North Eastern Morocco and Southern Tunisia faced localized flash floods causing severe damage to local infrastructure and livelihoods. The death toll was 18 in Nigeria and 3 in Morocco. IFRC, 2 May 2007"
Kenya: Floods - May 2007,Kenya,Flood,https://reliefweb.int/disaster/fl-2007-000076-ken,"No more information about this disaster. Use google by refering to the date, country and its type"
Afghanistan: Floods - May 2007,Afghanistan,Flood,https://reliefweb.int/disaster/fl-2007-000054-afg,"No more information about this disaster. Use google by refering to the date, country and its type"
Colombia: Nevado del Huila Volcano Avalanches - Apr 2007,Colombia,Volcano,https://reliefweb.int/disaster/vo-2007-000048-col,"No more information about this disaster. Use google by refering to the date, country and its type"
Tajikistan: Floods - Apr 2007,Tajikistan,Flood,https://reliefweb.int/disaster/ff-2007-000049-tjk,"Five districts in Tajikistan were affected as a result of heavy rainfall, which hit the eastern part of the country from 16 to 18 April 2007. The flooding caused severe damage to public and private buildings as well as bridges, roads, dikes and dams, disrupted water supply systems and activated landslides."
Solomon Islands: Earthquake and Tsunami - Apr 2007,Solomon Islands,Tsunami,https://reliefweb.int/disaster/ts-2007-000042-slb,"An earthquake measuring 8.1 on the Richter scale struck 345km northwest of the Solomon Islands' capital Honiara at 0740 local time on 2 April (2040 GMT 1 April). The earthquake created a tsunami, which caused casualties and significant damage to Gizo, Simbo, Ranogga, Shortland Islands, Munda, Noro, Vella la Vella, Kolombangarra and parts of the southern coast of Choiseul. As of 16 April, the official casualty figure increased from 40 to 52, 33 fatalities of which occurred in Gizo alone. The Government of Solomon Islands estimated that 475 households were affected. (OCHA, 16 Apr 2007)"
Argentina: Floods - Mar 2007,Argentina,Flood,https://reliefweb.int/disaster/fl-2007-000044-arg,"No more information about this disaster. Use google by refering to the date, country and its type"
occupied Palestinian territory: Waste Water Treatment Plant Floods - Mar 2007,Israel,Technological Disaster,https://reliefweb.int/disaster/ac-2007-000041-pse,"No more information about this disaster. Use google by refering to the date, country and its type"
Haiti: Floods - Mar 2007,Haiti,Flood,https://reliefweb.int/disaster/fl-2007-000040-hti,"No more information about this disaster. Use google by refering to the date, country and its type"
South Asia: Floods and Landslides - Mar 2007,India,Land Slide,https://reliefweb.int/disaster/ls-2007-000037-pak,"No more information about this disaster. Use google by refering to the date, country and its type"
Afghanistan: Floods and Avalanche - Mar 2007,Afghanistan,Flood,https://reliefweb.int/disaster/fl-2007-000035-afg,"No more information about this disaster. Use google by refering to the date, country and its type"
Madagascar: Cyclone Indlala - Mar 2007,Madagascar,Tropical Cyclone,https://reliefweb.int/disaster/tc-2007-000034-mdg,"Cyclone Indlala hit the north-eastern coast of the Indian Ocean Island of Madagascar on 15 Mar 2007. The cyclone ravaged the immediate area in its path (mainly Maroantsetra) and left considerable damage on the northeast and northwest regions. Cyclone Indlala was the fifth cyclone to have hit Madagascar within the past months. (IFRC, 24 Oct 2008)
Cyclone Indlala destroyed houses in the town of Antalaha as well as in the surrounding villages, and affected 60,000 people. (IFRC, 23 Apr 2007)"
Indonesia: Earthquake - Mar 2007,Indonesia,Earthquake,https://reliefweb.int/disaster/eq-2007-000033-idn,"No more information about this disaster. Use google by refering to the date, country and its type"
Indonesia: Landslides - Mar 2007,Indonesia,Land Slide,https://reliefweb.int/disaster/ls-2007-000032-idn,"No more information about this disaster. Use google by refering to the date, country and its type"
Paraguay: Dengue Outbreak - Feb 2007,Paraguay,Epidemic,https://reliefweb.int/disaster/ep-2007-000031-pry,"No more information about this disaster. Use google by refering to the date, country and its type"
Swaziland: Heavy Hail Storm - Feb 2007,Eswatini,Severe Local Storm,https://reliefweb.int/disaster/st-2007-000029-swz,"No more information about this disaster. Use google by refering to the date, country and its type"
Southern Africa: Cyclone Favio - Feb 2007,Mozambique,Tropical Cyclone,https://reliefweb.int/disaster/tc-2007-000028-mdg,"In Mozambique, on 22 Feb 2007, Tropical Cyclone Favio made landfall in Vilankulo District, Inhambane Province, as the equivalent of a Category 4 storm, and continued through Sofala and Manica provinces. The cyclone killed 9 people and affected more than 160,000 people, destroying crops and threatening local food security. (USAID, 22 Mar 2007)"
Fiji: Floods - Feb 2007,Fiji,Flood,https://reliefweb.int/disaster/fl-2007-000025-fji,"No more information about this disaster. Use google by refering to the date, country and its type"
Indonesia: Floods - Feb 2007,Indonesia,Flood,https://reliefweb.int/disaster/fl-2007-000023-idn,"No more information about this disaster. Use google by refering to the date, country and its type"
Argentina: Floods - Feb 2007,Argentina,Flood,https://reliefweb.int/disaster/fl-2007-000022-arg,"No more information about this disaster. Use google by refering to the date, country and its type"
USA: Florida Storm and Tornado - Feb 2007,USA,Severe Local Storm,https://reliefweb.int/disaster/2007-000024-usa,"No more information about this disaster. Use google by refering to the date, country and its type"
Indonesia: Northern Molucca Sea Earthquake - Jan 2007,Indonesia,Earthquake,https://reliefweb.int/disaster/eq-2007-000013-idn,"No more information about this disaster. Use google by refering to the date, country and its type"
Bolivia: Floods - Jan 2007,Bolivia,Flood,https://reliefweb.int/disaster/fl-2007-000012-bol,"No more information about this disaster. Use google by refering to the date, country and its type"
Southern Africa: Floods - Jan 2007,Angola,Flood,https://reliefweb.int/disaster/fl-2007-000011-zmb,"Some two million people were affected by recent flooding in 22 countries in Africa, 650,000 lost their homes, and 200 died. (OCHA, 31 Oct 2007)"
Comoros: Karthala Volcano - Jan 2007,Comoros,Volcano,https://reliefweb.int/disaster/vo-2007-000010-com,"No more information about this disaster. Use google by refering to the date, country and its type"
Peru: Floods - Jan 2007,Peru,Flood,https://reliefweb.int/disaster/fl-2007-000009,"No more information about this disaster. Use google by refering to the date, country and its type"
Sri Lanka: Flash Floods - Jan 2007,Sri Lanka,Flash Flood,https://reliefweb.int/disaster/ff-2007-000008-lka,"In mid-January 2007, heavy rains caused by the northeast monsoon resulted in severe flooding and landslides in several districts of Sri Lanka. The National Disaster Management Centre reported 18 deaths due to landslides in the Nuwara Eliya district. In total, about 90,000 people were affected. The two worst hit districts were Hambantota and Nuwara Eliya; in Hambantota, the heavy rain in January 2007 caused additional damage in the areas that were already hit by floods in December 2006. (IFRC, 19 Jan 2007)"
Montserrat: Volcanic Eruption - Jan 2007,Montserrat,Volcano,https://reliefweb.int/disaster/vo-2007-000007-msr,"No more information about this disaster. Use google by refering to the date, country and its type"
Brazil: Mudslide - Jan 2007,Brazil,Mud Slide,https://reliefweb.int/disaster/ms-2007-000004-bra,"No more information about this disaster. Use google by refering to the date, country and its type"
Philippines: Floods and Landslides - Jan 2007,Philippines,Flood,https://reliefweb.int/disaster/fl-2007-000003-phl,"No more information about this disaster. Use google by refering to the date, country and its type"
Madagascar: Cyclone Clovis - Jan 2007,Madagascar,Tropical Cyclone,https://reliefweb.int/disaster/tc-2007-000006-mdg,"Tropical cyclone Clovis developed in the southern Indian Ocean on 31 Dec 2006 and made landfall along the east coast of Madagascar on 3 Jan 2007 with maximum sustained winds of 90 km/hour. After heavy rainfall from the passage of a cold front, flooding and mudslides were the primary effects especially in Mananjary, located 250 kilometers to the south-east of Antananarivo (the capital). One death was reported in Ankadirano and 2,587 people were displaced from homes in Mahatsara-Sud, Tsiatosiaka and Tsaravary communes when more than 400 houses were destroyed by strong winds or floods. (IFRC, 17 Dec 2007)"
South Asia: Cold Wave - Jan 2007,Bangladesh,Cold Wave,https://reliefweb.int/disaster/cw-2007-000001-bgd,"Throughout January and February 2007, Bangladesh reeled under a cold wave that caused suffering for approximately 1.9 million vulnerable people who were heavily impacted by the cold spells across the country, especially in the far northern districts. The death toll across the country reached 141 (as of 24 January 2007) and cold-related diseases saw a sharp rise. (IFRC, 18 May 2007)"
El Salvador: Seismic swarm - Dec 2006,El Salvador,Earthquake,https://reliefweb.int/disaster/eq-2006-000196-slv,"No more information about this disaster. Use google by refering to the date, country and its type"
Kyrgyzstan: Earthquake - Dec 2006,Kyrgyzstan,Earthquake,https://reliefweb.int/disaster/eq-2006-000195-kgz,"No more information about this disaster. Use google by refering to the date, country and its type"
Taiwan (China) : Earthquake - Dec 2006,China - Taiwan Province,Earthquake,https://reliefweb.int/disaster/eq-2006-000194-twn,"A major earthquake occurred 90 km (55 miles) SSE of Kao-hsiung, Taiwan and 795 km (495 miles) N of MANILA, Philippines at 6:26 AM MDT, Dec 26, 2006 (8:26 PM local time in Taiwan). (USGS, 26 Dec 2006)"
Madagascar: Cyclone Bondo - Dec 2006,Madagascar,Tropical Cyclone,https://reliefweb.int/disaster/tc-2006-000193-mdg,"In Madagascar, Cyclone Bondo made landfall on the north-western coast in the afternoon of 25 Dec 2006 and landed as a severe tropical storm in Mariarano, a small town 50 km north-east of Mahajanga. At that time, strong winds with gusts up to 150 km/h and heavy rains were recorded in the region. After landing on the coast, the storm moved south-south-west across western Madagascar, losing much of its intensity. One person went missing and 39 families (approximately 304 persons) became homeless in Mahajanga. (IFRC, 28 Dec 2006)"
Indonesia: Floods - Dec 2006,Indonesia,Flood,https://reliefweb.int/disaster/fl-2006-000192-idn,"No more information about this disaster. Use google by refering to the date, country and its type"
Sri Lanka: Floods - Dec 2006,Sri Lanka,Flood,https://reliefweb.int/disaster/fl-2006-000191-lka,"On 17 December, OCHA, UNICEF and MERLIN conducted a rapid assessment of the displacement caused by the flooding in Pottuvil Division. The National Disaster Management Center reported that 6,000 families and 2,200 families were affected as a result of floods in Pottuvil division and Lahugala respectively. On 18 December, a mini cyclone affected 27 families in Komari. The DMU reported that 27 houses were damaged. (IASC Sri Lanka, 21 Dec 2006)"
Burundi: Floods - Dec 2006,Burundi,Flood,https://reliefweb.int/disaster/fl-2006-000190-bdi,"No more information about this disaster. Use google by refering to the date, country and its type"
